TipType	TipTemplateId	Notice	zh_CN	en_US	pt_BR	ru_RU	ko_KR	de_DE	fr_FR	es_ES	it_IT	in_ID	th_TH	tr_TR	vi_VN	ja_JP	pl_PL
20058	CreepyAliensHasBuy		▢FFFF0000你已经购买过该商品了	▢FFFF0000You have already purchased this product	▢FFFF0000Você já adquiriu este produto	▢FFFF0000Вы уже купили этот продукт	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000Anda sudah membayar produk ini	▢FFFF0000คุณได้ซื้อสินค้านี้แล้ว	▢FFFF0000You have already purchased this product	▢FFFF0000You have already purchased this product	▢FFFF0000購入しました	▢FFFF0000 Zakupiłeś już ten produkt
20059	CreepyAliensPlace		废弃工厂	Discard Factory	Descarte Fábrica	Заброшенная Фабрика	Discard Factory	Discard Factory	Discard Factory	Discard Factory	Discard Factory	Pabrik Discard	โรงงานที่ทิ้งเลิกใช้	Discard Factory	Discard Factory	Discard Factory	Discard Factory
20060	CreepyAliensPlace		冬泉小镇	Winterspring Town	Cidade Winterspring	Зимнелетний Городок	Winterspring Town	Winterspring Town	Winterspring Town	Winterspring Town	Winterspring Town	Kota WinterSpring	เมืองเล็กตงฉวน	Winterspring Town	Winterspring Town	Winterspring Town	Winterspring Town
20061	CreepyAliensPlace		月色森林	Moonlight Forest	Floresta do luar	Лунный Лес	Moonlight Forest	Moonlight Forest	Moonlight Forest	Moonlight Forest	Moonlight Forest	Hutan MoonLight	ป่าไม้เย่งซื่อ	Moonlight Forest	Moonlight Forest	Moonlight Forest	Moonlight Forest
20062	CreepyAliensPrepareHint		▢FF00FF00距离刷怪还有▢FFFF0000%1s秒	▢FF00FF00It`s▢FFFF0000%1s sec ▢FF00FF00before next wave	▢FF00FF00It s ▢FFFF0000%1s seg antes da próxima onda	▢FFFF0000%1s секунд до следующей волны	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00Ada▢FFFF0000%1s detik sebelum gelombang selanjutnya	▢FF00FF00ห่างจากการปล่อยของแปลกยังเหลือ▢FFFF0000%1sวินาที	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00It·s▢FFFF0000%1s sec before next wave	▢FF00FF00モンスターリフレッシュ:▢FFFF0000%1s	▢FF00FF00Następna partia wrogów:▢FFFF0000%1s▢FF00FF00 sekundy
20063	CreepyAliensRespawn		▢FF00FF00你已死亡，将在下一波自动复活	▢FF00FF00You are dead and will respawn next wave	▢FF00FF00Você está morto e vai reaparecer na próxima onda							▢FF00FF00Anda sudah mati dan akan respawn ronde selanjutnya.	▢FF00FF00คุณตายแล้วและจะฟืนตัวขึ้นใหม่ในรอบหน้า			▢FF00FF00あなたは死んでおり、次のラウンドで自動的に復活します	▢FF00FF00Jesteś martwy i odrodzi się następna fala
20064	FlagWarName	夺旗大战	职业夺旗	Capture Flag	Capture Flag	Capture Flag	Capture Flag	Capture Flag	Capture Flag	Capture Flag	Capture Flag	Capture Flag 	Capture Flag	Capture Flag	Capture Flag	Capture Flag	Capture Flag
20065	FlagWarSelectRole		▢FF00FF00你有▢FFFF0000%1s秒▢FF00FF00的时间选择职业，请尽快选择自己的职业	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	FF00FF00 Você tem▢FFFF0000%1s segundo ▢FF00FF00 esquerda para escolher o seu papel	▢FF00FF00 У вас осталось ▢FFFF0000%1s секунд ▢FF00FF00 чтобы выбрать свою роль，пожалуйста выберите ее как можно скорее	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 Anda memiliki ▢FFFF0000%1s detik ▢FF00FF00 tersisa untuk memilih peran,mohon pilih peran anda secepat mungkin	▢FF00FF00คุณมี▢FFFF0000%1sวินาที▢FF00FF00ที่จะเลือกอาชีพ โปรดเลือกอาชีพของคุณโดยเร็วที่สุด	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00 You have ▢FFFF0000%1s second ▢FF00FF00 left to choose your profession，please choose your profession as soon as possible	▢FF00FF00職業を選択してください:▢FFFF0000%1s 秒	Pozostało ▢FFFF0000%1s▢FF00FF00 sekund, aby wybrać karierę
20066	FlagWarSelectRoleTime		▢FF00FF00距离选择职业结束还有▢FFFF0000%1s秒	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s segundo▢FF00FF00 deixou para escolher seu papel	▢FFFF0000%1s секунд ▢FF00FF00 осталось чтобы выбрать свою роль	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s detik▢FF00FF00 tersisa untuk memilih peran anda	▢FF00FF00ห่างจากการเสร็จการเลือกอาชีพยังเหลือ▢FFFF0000%1sวินาที	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FFFF0000%1s second ▢FF00FF00 left to pick your class	▢FF00FF00残り時間:▢FFFF0000%1s 秒	Pozostało ▢FFFF0000%1s▢FF00FF00 sekund, aby wybrać karierę
20067	FlagWarSelectRoleAgain		▢FF00FFFF你已经选择过职业了	▢FF00FFFF You have already chosen a class	▢FF00FFFF Você já escolheu um papel	▢FF00FFFF Вы уже выбрали свою роль	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FFFF Anda telah memiliki peran	▢FF00FFFFคุณได้เลือกอาชีพแล้ว	▢FF00FFFF You have already chosen a class	▢FF00FFFF You have already chosen a class	▢FF00FF00あなたはキャリアを選択しました.	▢FF00FFFF Wybrałeś postać
20068	FlagWarSelectRoleHint		▢FF00FFFF你选择了%1s	▢FF00FFFF You chose%1s	▢FF00FFFF Você escolheu%1s	▢FF00FFFF Вы выбрали%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FFFF Anda memilih%1s	▢FF00FFFFคุณได้เลือก%1s	▢FF00FFFF You chose%1s	▢FF00FFFF You chose%1s	▢FF00FF00%1sを選択しました	▢FF00FFFF Wybrałeś %1s
20069	FlagWarEnterTransferGate		▢FF00FFFF你进入了传送门区域	▢FF00FFFF You are entering the teleporter	▢FF00FFFF Você está entrando no teleportador	▢FF00FFFF Вы входите в телепортер	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FFFF Anda sedang memasuki Teleporter	▢FF00FFFFคุณได้เข้าเขตประตูรับส่ง	▢FF00FFFF You are entering the teleporter	▢FF00FFFF You are entering the teleporter	▢FF00FF00ポータルエリアに入ります	▢FF00FFFF Wchodzisz do teleportera
20070	FlagWarQuitTransferGate		▢FF00FFFF你离开了传送门区域	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF Você está saindo do teleportador	▢FF00FFFF Вы выходите из телепортера	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF Anda sedang meninggalkan Teleporter	▢FF00FFFFคุณได้ออกจากเขตประตูรับส่ง	▢FF00FFFF You are leaving the teleporter	▢FF00FFFF You are leaving the teleporter	▢FF00FF00ポータルエリアを出ました	▢FF00FFFF Opuszczasz teleporter
20071	FlagWarTransferGateHint		▢FF00FF00距离传送还有▢FFFF0000%1s秒	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s Segundo ▢FF00FF00 restante antes do teletransporte	▢FFFF0000%1s секунд ▢FF00FF00 осталось до телепорта	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s detik ▢FF00FF00 tersisa sebelum teleport	▢FF00FF00ห่างจากการรับส่ง ยังเหลือ▢FFFF0000%1sวินาที	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FFFF0000%1s second ▢FF00FF00 left before teleporting	▢FF00FF00転送時間:▢FFFF0000%1s 秒	▢FFFF0000%1s sekunda ▢FF00FF00 pozostała przed teleportacją
20072	FlagWarEnterBloodPool		▢FF00FFFF你进入了血池区域	▢FF00FFFF You have entered the respawn area	▢FF00FFFF Você entrou na área de reaparecimento	▢FF00FFFF Вы вошли в територию возрождения	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FFFF Anda telah memasuki area kebangkitan	▢FF00FFFFคุณได้เข้าเขตสระเลือด	▢FF00FFFF You have entered the respawn area	▢FF00FFFF You have entered the respawn area	▢FF00FF00あなたは基地に入りました	▢FF00FFFF Wprowadziłeś obszar odrodzenia
20073	FlagWarQuitBloodPool		▢FF00FFFF你离开了血池区域	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF Você está saindo da área de reaparecimento	▢FF00FFFF Вы вышли из територии возрождения	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF Anda telah meninggalkan area kebangkitan	▢FF00FFFFคุณได้ออกจากเขตสระเลือด	▢FF00FFFF You are leaving the respawn area	▢FF00FFFF You are leaving the respawn area	▢FF00FF00あなたは基地を出ました	▢FF00FFFF Opuszczasz obszar odrodzenia
20074	FlagWarGetFlag		%1s▢FF00FFFF拿到了旗子	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obteve a bandeira	%1s▢FF00FFFF украл флаг	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF Bendera diperolehkan	%1s▢FF00FFFFได้รับธง	%1s▢FF00FFFF obtained the flag	%1s▢FF00FFFF obtained the flag	%1s▢FF00FF00フラグを手に入れた	%1s▢FF00FFFF uzyskał flagę
20075	FlagWarHandedInFlag		%1s▢FF00FFFF成功将旗子放进了旗台	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF capturou com sucesso a bandeira	%1s▢FF00FFFF успешно захватил флаг	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF telah menangkap bendera secara sukses	%1s▢FF00FFFFได้ปักธงไว้ในฐานธงสำเร็จ	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FFFF successfully captured the flag	%1s▢FF00FF00フラグを立てる	%1s▢FF00FFFF pomyślnie przechwycił flagę
20076	FlagWarGetFlagTarget		▢FF00FFFF你拿到了旗子，请把旗子放置到自家的旗台上	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFVocê tem a bandeira, por favor, coloque a bandeira na sua plataforma de bandeira	▢FF00FFFFВы получили флаг, пожалуйста поместите флаг на вашу платформу для флага	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFAnda memiliki bendera , mohon letakkan bendera itu pada peron bendera anda	▢FF00FFFFคุณได้รับธงแล้ว โปรดไว้ธงที่ฐานธงของตนเอง	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FFFFYou got the flag, please put the flag on your flag platform	▢FF00FF00あなたは旗を持っています、あなた自身の旗の上に旗を置いてください.	▢FF00FFFF Masz flagę, umieść flagę na swojej platformie flagowej
20077	FlagWarHandedInFlagTarget		▢FF00FFFF你成功将旗子放进了旗台	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF Você capturou com sucesso a bandeira	▢FF00FFFF Вы успешно захватили флаг	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF Anda telah menangkap bendera dengan sukses	▢FF00FFFFคุณได้ปักธงไว้ในฐานธงสำเร็จ	▢FF00FFFF You have successfully captured the flag	▢FF00FFFF You have successfully captured the flag	▢FF00FF00あなたは旗を立てることに成功しました	▢FF00FFFF Pomyślnie przechwyciłeś flagę
																	
30001	ParkourName	跑酷	彩虹跑酷	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour	Rainbow Parkour
